Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type
318,Pasta,48,3/25/2025,946,Catering Service,Roystad,Vegetarian,Lunch
319,Chicken,47,3/30/2025,63,Supermarket,Mcclainfurt,Non-Vegetarian,Snacks
320,Vegetables,26,3/20/2025,484,Restaurant,North Douglasfurt,Vegetarian,Lunch
321,Pasta,20,3/18/2025,572,Supermarket,Lake Cathy,Vegetarian,Lunch
322,Chicken,12,3/26/2025,575,Catering Service,Johnport,Non-Vegetarian,Dinner
323,Dairy,31,3/27/2025,4,Grocery Store,Mendezmouth,Vegetarian,Snacks
324,Soup,39,3/24/2025,346,Grocery Store,Thomasville,Non-Vegetarian,Snacks
325,Chicken,32,3/25/2025,365,Restaurant,West Robert,Non-Vegetarian,Dinner
326,Soup,25,3/29/2025,407,Restaurant,North Charlesside,Non-Vegetarian,Dinner
327,Dairy,24,3/22/2025,834,Supermarket,Harrishaven,Vegetarian,Breakfast
328,Chicken,36,3/19/2025,876,Grocery Store,Brookeland,Non-Vegetarian,Snacks
329,Rice,42,3/17/2025,716,Catering Service,North Ryan,Vegetarian,Dinner
330,Rice,49,3/19/2025,407,Restaurant,North Charlesside,Vegetarian,Snacks
331,Fish,8,3/22/2025,480,Catering Service,East Kevin,Non-Vegetarian,Breakfast
332,Rice,12,3/21/2025,616,Restaurant,Clarkberg,Vegetarian,Dinner
333,Salad,41,3/20/2025,139,Supermarket,Port Connie,Vegetarian,Breakfast
334,Bread,17,3/19/2025,126,Supermarket,New Rodneyville,Vegetarian,Snacks
335,Rice,38,3/20/2025,664,Catering Service,Jeffreyshire,Vegetarian,Snacks
336,Dairy,36,3/23/2025,101,Restaurant,East Angelafort,Vegetarian,Snacks
337,Vegetables,5,3/24/2025,301,Supermarket,East Laurashire,Vegetarian,Snacks
338,Chicken,7,3/19/2025,735,Restaurant,Westmouth,Non-Vegetarian,Lunch
339,Pasta,40,3/29/2025,512,Grocery Store,Port Timothystad,Vegetarian,Dinner
340,Fruits,3,3/24/2025,634,Supermarket,Colemanton,Vegan,Dinner
341,Vegetables,48,3/30/2025,908,Supermarket,East Phillipton,Vegetarian,Dinner
342,Vegetables,5,3/27/2025,766,Catering Service,Jonathanmouth,Vegetarian,Lunch
343,Bread,40,3/27/2025,563,Grocery Store,East Angela,Vegetarian,Snacks
344,Vegetables,44,3/23/2025,678,Grocery Store,Lake Travis,Vegetarian,Snacks
345,Pasta,14,3/20/2025,346,Grocery Store,Thomasville,Vegetarian,Lunch
346,Chicken,16,3/28/2025,2,Grocery Store,East Sheena,Non-Vegetarian,Snacks
347,Chicken,45,3/24/2025,567,Catering Service,Jonathanstad,Non-Vegetarian,Breakfast
348,Fish,21,3/27/2025,107,Restaurant,West Lauraborough,Non-Vegetarian,Lunch
349,Vegetables,33,3/18/2025,766,Catering Service,Jonathanmouth,Vegetarian,Breakfast
350,Pasta,8,3/21/2025,828,Catering Service,Torresshire,Vegetarian,Breakfast
351,Bread,45,3/25/2025,678,Grocery Store,Lake Travis,Vegetarian,Snacks
352,Vegetables,31,3/28/2025,692,Supermarket,South Andrewport,Vegetarian,Dinner
353,Fruits,5,3/29/2025,418,Restaurant,Deborahfurt,Vegan,Lunch
354,Pasta,3,3/24/2025,380,Restaurant,Lake Christophermouth,Vegetarian,Lunch
355,Pasta,10,3/22/2025,662,Supermarket,Port Lesliebury,Vegetarian,Dinner
356,Fish,27,3/20/2025,71,Restaurant,Ruizmouth,Non-Vegetarian,Lunch
357,Chicken,1,3/23/2025,939,Catering Service,New Monicaside,Non-Vegetarian,Dinner
358,Fruits,41,3/21/2025,810,Catering Service,Lake Jason,Vegan,Breakfast
359,Bread,6,3/23/2025,811,Grocery Store,East Emily,Vegetarian,Lunch
360,Chicken,12,3/18/2025,22,Catering Service,Port Lisamouth,Non-Vegetarian,Dinner
361,Dairy,17,3/16/2025,391,Supermarket,South Jerryside,Vegetarian,Breakfast
362,Chicken,29,3/27/2025,785,Catering Service,Lindseybury,Non-Vegetarian,Snacks
363,Bread,24,3/23/2025,770,Supermarket,East Melissa,Vegetarian,Breakfast
364,Fish,33,3/22/2025,540,Catering Service,Henrychester,Non-Vegetarian,Snacks
365,Fruits,48,3/27/2025,71,Restaurant,Ruizmouth,Vegan,Dinner
366,Chicken,25,3/24/2025,331,Catering Service,South Jeffreyburgh,Non-Vegetarian,Lunch
367,Vegetables,38,3/29/2025,610,Supermarket,Allenton,Vegetarian,Snacks
368,Salad,1,3/16/2025,826,Supermarket,Lake Karenfurt,Vegetarian,Lunch
369,Fruits,23,3/16/2025,523,Restaurant,Lake Lorrainefort,Vegan,Breakfast
370,Fruits,35,3/16/2025,783,Restaurant,Port Melanie,Vegan,Lunch
371,Bread,34,3/21/2025,154,Supermarket,New John,Vegetarian,Lunch
372,Pasta,11,3/25/2025,138,Grocery Store,North Sherrimouth,Vegetarian,Snacks
373,Rice,39,3/21/2025,252,Grocery Store,Phillipsfort,Vegetarian,Lunch
374,Chicken,44,3/21/2025,709,Restaurant,South Kathryn,Non-Vegetarian,Lunch
375,Vegetables,15,3/28/2025,569,Grocery Store,South Russelltown,Vegetarian,Dinner
376,Vegetables,47,3/25/2025,41,Catering Service,Bentleyburgh,Vegetarian,Lunch
377,Pasta,22,3/25/2025,737,Restaurant,Port Andrea,Vegetarian,Breakfast
378,Soup,39,3/19/2025,834,Supermarket,Harrishaven,Non-Vegetarian,Lunch
379,Rice,14,3/18/2025,312,Restaurant,North Ianbury,Vegetarian,Lunch
380,Soup,26,3/22/2025,985,Restaurant,Harrisonbury,Non-Vegetarian,Snacks
381,Pasta,35,3/18/2025,86,Catering Service,New Michelle,Vegetarian,Dinner
382,Salad,42,3/20/2025,208,Restaurant,East Garyton,Vegetarian,Dinner
383,Vegetables,48,3/19/2025,783,Restaurant,Port Melanie,Vegetarian,Lunch
384,Fish,14,3/26/2025,614,Supermarket,Robertshire,Non-Vegetarian,Snacks
385,Pasta,7,3/25/2025,885,Restaurant,Lake Stephen,Vegetarian,Dinner
386,Salad,30,3/22/2025,697,Restaurant,Padillatown,Vegetarian,Snacks
387,Rice,31,3/24/2025,958,Restaurant,Lake Vanessaland,Vegetarian,Dinner
388,Soup,41,3/25/2025,858,Restaurant,Johnsonborough,Non-Vegetarian,Dinner
389,Vegetables,30,3/18/2025,707,Supermarket,Laurietown,Vegetarian,Snacks
390,Soup,19,3/27/2025,264,Catering Service,New Richard,Non-Vegetarian,Lunch
391,Bread,40,3/25/2025,321,Restaurant,North Edwinchester,Vegetarian,Lunch
392,Soup,34,3/19/2025,599,Restaurant,Carlborough,Non-Vegetarian,Dinner
393,Bread,50,3/28/2025,404,Restaurant,Brownchester,Vegetarian,Breakfast
394,Fruits,30,3/21/2025,485,Restaurant,East Andrea,Vegan,Dinner
395,Vegetables,36,3/28/2025,717,Catering Service,Pamelaberg,Vegetarian,Lunch
396,Dairy,5,3/17/2025,726,Supermarket,Shortfurt,Vegetarian,Dinner
397,Salad,14,3/21/2025,987,Supermarket,South Kevinhaven,Vegetarian,Breakfast
398,Dairy,27,3/20/2025,802,Catering Service,North Katherineshire,Vegetarian,Snacks
399,Chicken,16,3/29/2025,593,Grocery Store,Tammyside,Non-Vegetarian,Lunch
400,Rice,42,3/29/2025,897,Catering Service,Villastad,Vegetarian,Lunch
401,Soup,42,3/18/2025,582,Grocery Store,West Dannyland,Non-Vegetarian,Lunch
402,Fish,11,3/29/2025,429,Grocery Store,Lake Benjamin,Non-Vegetarian,Lunch
403,Bread,25,3/28/2025,133,Catering Service,South Michaelberg,Vegetarian,Breakfast
404,Salad,10,3/18/2025,691,Restaurant,Youngchester,Vegetarian,Snacks
405,Bread,16,3/20/2025,241,Catering Service,Devinmouth,Vegetarian,Lunch
406,Salad,28,3/22/2025,222,Catering Service,Stephanieberg,Vegetarian,Snacks
407,Chicken,32,3/20/2025,912,Catering Service,Blaketown,Non-Vegetarian,Lunch
408,Soup,42,3/24/2025,391,Supermarket,South Jerryside,Non-Vegetarian,Breakfast
409,Chicken,46,3/24/2025,898,Restaurant,Medinatown,Non-Vegetarian,Dinner
410,Salad,21,3/19/2025,273,Supermarket,New Carol,Vegetarian,Snacks
411,Soup,39,3/30/2025,419,Supermarket,Port Peter,Non-Vegetarian,Breakfast
412,Chicken,10,3/28/2025,999,Grocery Store,Stevenchester,Non-Vegetarian,Snacks
413,Salad,31,3/24/2025,315,Restaurant,Lake Andrewmouth,Vegetarian,Lunch
414,Vegetables,7,3/21/2025,353,Grocery Store,North Aaron,Vegetarian,Snacks
415,Vegetables,18,3/23/2025,537,Restaurant,Callahanside,Vegetarian,Breakfast
416,Soup,49,3/26/2025,888,Supermarket,West Sharonview,Non-Vegetarian,Dinner
417,Soup,49,3/19/2025,196,Restaurant,Bartonborough,Non-Vegetarian,Snacks
418,Vegetables,19,3/30/2025,685,Supermarket,Maysside,Vegetarian,Lunch
419,Rice,26,3/19/2025,585,Grocery Store,Port Donnaton,Vegetarian,Breakfast
420,Soup,13,3/26/2025,386,Grocery Store,Wheelermouth,Non-Vegetarian,Breakfast
421,Dairy,24,3/17/2025,676,Catering Service,Lake Jasmin,Vegetarian,Dinner
422,Soup,2,3/20/2025,550,Catering Service,Timothychester,Non-Vegetarian,Breakfast
423,Fish,6,3/30/2025,926,Grocery Store,North Chase,Non-Vegetarian,Breakfast
424,Pasta,41,3/27/2025,910,Restaurant,Leeburgh,Vegetarian,Lunch
425,Chicken,19,3/24/2025,4,Grocery Store,Mendezmouth,Non-Vegetarian,Breakfast
426,Bread,6,3/22/2025,461,Restaurant,New Hannah,Vegetarian,Dinner
427,Soup,34,3/18/2025,338,Catering Service,Adambury,Non-Vegetarian,Lunch
428,Dairy,35,3/16/2025,242,Restaurant,Michaelport,Vegetarian,Snacks
429,Pasta,34,3/17/2025,178,Catering Service,Scottchester,Vegetarian,Lunch
430,Dairy,33,3/28/2025,853,Catering Service,East Michelle,Vegetarian,Snacks
431,Pasta,21,3/20/2025,144,Catering Service,Bellport,Vegetarian,Lunch
432,Dairy,34,3/17/2025,979,Restaurant,West Hunter,Vegetarian,Breakfast
433,Dairy,50,3/18/2025,892,Grocery Store,Russellfurt,Vegetarian,Lunch
434,Vegetables,20,3/23/2025,460,Grocery Store,Lake Justin,Vegetarian,Snacks
435,Chicken,26,3/30/2025,373,Grocery Store,Aprilberg,Non-Vegetarian,Lunch
436,Pasta,6,3/26/2025,126,Supermarket,New Rodneyville,Vegetarian,Snacks
437,Chicken,29,3/16/2025,345,Catering Service,North Tracy,Non-Vegetarian,Dinner
438,Dairy,46,3/20/2025,84,Restaurant,Marthaside,Vegetarian,Breakfast
439,Fruits,41,3/16/2025,986,Supermarket,Port David,Vegan,Dinner
440,Pasta,34,3/21/2025,499,Catering Service,Jonathanstad,Vegetarian,Lunch
441,Fruits,2,3/18/2025,919,Supermarket,Port Tanyaburgh,Vegan,Lunch
442,Fish,20,3/18/2025,905,Restaurant,North Kennethshire,Non-Vegetarian,Lunch
443,Chicken,34,3/22/2025,671,Grocery Store,North Catherine,Non-Vegetarian,Lunch
444,Dairy,27,3/27/2025,117,Restaurant,Amberton,Vegetarian,Lunch
445,Pasta,13,3/18/2025,995,Supermarket,Manningshire,Vegetarian,Lunch
446,Bread,9,3/24/2025,39,Supermarket,Brittanyville,Vegetarian,Snacks
447,Soup,21,3/26/2025,736,Supermarket,East Anthony,Non-Vegetarian,Lunch
448,Vegetables,25,3/23/2025,221,Supermarket,Walterborough,Vegetarian,Snacks
449,Dairy,21,3/17/2025,655,Restaurant,Jimmyberg,Vegetarian,Dinner
450,Bread,9,3/23/2025,368,Grocery Store,North Lindseychester,Vegetarian,Dinner
451,Fish,14,3/18/2025,713,Grocery Store,Smithmouth,Non-Vegetarian,Breakfast
452,Vegetables,47,3/23/2025,871,Supermarket,Madelinechester,Vegetarian,Dinner
453,Fish,21,3/21/2025,664,Catering Service,Jeffreyshire,Non-Vegetarian,Lunch
454,Pasta,4,3/22/2025,189,Supermarket,Brianside,Vegetarian,Lunch
455,Pasta,17,3/27/2025,630,Catering Service,West Matthew,Vegetarian,Dinner
456,Vegetables,16,3/19/2025,144,Catering Service,Bellport,Vegetarian,Snacks
457,Soup,30,3/25/2025,347,Supermarket,Louismouth,Non-Vegetarian,Lunch
458,Dairy,16,3/23/2025,210,Grocery Store,Paulmouth,Vegetarian,Lunch
459,Rice,2,3/22/2025,213,Grocery Store,Andersonville,Vegetarian,Snacks
460,Dairy,45,3/17/2025,202,Supermarket,Vazquezshire,Vegetarian,Dinner
461,Pasta,10,3/19/2025,511,Grocery Store,Port Davidshire,Vegetarian,Dinner
462,Soup,22,3/23/2025,85,Catering Service,Christopherstad,Non-Vegetarian,Dinner
463,Soup,36,3/17/2025,384,Grocery Store,Jamesfurt,Non-Vegetarian,Lunch
464,Fish,27,3/20/2025,201,Catering Service,Sandrastad,Non-Vegetarian,Lunch
465,Rice,32,3/19/2025,532,Grocery Store,Darrylchester,Vegetarian,Snacks
466,Rice,6,3/30/2025,729,Grocery Store,Lake Nathan,Vegetarian,Dinner
467,Dairy,7,3/28/2025,337,Restaurant,New Ricky,Vegetarian,Dinner
468,Fruits,1,3/27/2025,258,Restaurant,Lake Anthonyport,Vegan,Breakfast
469,Vegetables,7,3/30/2025,388,Supermarket,Manuelhaven,Vegetarian,Snacks
470,Salad,38,3/17/2025,435,Restaurant,Port Leahfurt,Vegetarian,Dinner
471,Pasta,15,3/30/2025,637,Grocery Store,East Williamshire,Vegetarian,Lunch
472,Salad,21,3/20/2025,340,Grocery Store,Murrayborough,Vegetarian,Snacks
473,Chicken,19,3/30/2025,528,Supermarket,Markport,Non-Vegetarian,Breakfast
474,Rice,5,3/22/2025,215,Grocery Store,New Curtis,Vegetarian,Dinner
475,Pasta,13,3/26/2025,357,Supermarket,Donnaborough,Vegetarian,Dinner
476,Fruits,2,3/28/2025,993,Restaurant,East Stephanie,Vegan,Dinner
477,Dairy,40,3/18/2025,262,Supermarket,New Carol,Vegetarian,Breakfast
478,Soup,43,3/17/2025,928,Catering Service,Zimmermanton,Non-Vegetarian,Lunch
479,Salad,2,3/18/2025,786,Restaurant,Basstown,Vegetarian,Breakfast
480,Pasta,25,3/24/2025,517,Grocery Store,Wadeville,Vegetarian,Lunch
481,Dairy,16,3/19/2025,705,Grocery Store,East Robert,Vegetarian,Dinner
482,Salad,32,3/27/2025,912,Catering Service,Blaketown,Vegetarian,Dinner
483,Vegetables,36,3/29/2025,933,Catering Service,Anthonyborough,Vegetarian,Snacks
484,Bread,15,3/22/2025,133,Catering Service,South Michaelberg,Vegetarian,Snacks
485,Salad,50,3/18/2025,185,Restaurant,Shirleyland,Vegetarian,Lunch
486,Chicken,9,3/25/2025,550,Catering Service,Timothychester,Non-Vegetarian,Snacks
487,Fruits,43,3/18/2025,499,Catering Service,Jonathanstad,Vegan,Dinner
488,Fish,22,3/19/2025,527,Supermarket,Bonillahaven,Non-Vegetarian,Breakfast
489,Fish,39,3/25/2025,705,Grocery Store,East Robert,Non-Vegetarian,Dinner
490,Salad,3,3/24/2025,563,Grocery Store,East Angela,Vegetarian,Snacks
491,Fruits,23,3/25/2025,139,Supermarket,Port Connie,Vegan,Lunch
492,Pasta,30,3/28/2025,295,Restaurant,Meghanfurt,Vegetarian,Breakfast
493,Fish,26,3/30/2025,102,Grocery Store,West Samantha,Non-Vegetarian,Snacks
494,Bread,41,3/24/2025,129,Restaurant,Port Emily,Vegetarian,Breakfast
495,Pasta,34,3/22/2025,494,Supermarket,New Denise,Vegetarian,Dinner
496,Chicken,22,3/28/2025,552,Catering Service,Pearsonchester,Non-Vegetarian,Dinner
497,Dairy,48,3/27/2025,709,Restaurant,South Kathryn,Vegetarian,Dinner
498,Rice,28,3/16/2025,507,Grocery Store,Lake Diane,Vegetarian,Snacks
499,Salad,6,3/23/2025,154,Supermarket,New John,Vegetarian,Snacks
500,Pasta,14,3/30/2025,230,Grocery Store,North Melanie,Vegetarian,Dinner
501,Chicken,27,3/24/2025,11,Supermarket,South Robert,Non-Vegetarian,Lunch
502,Dairy,40,3/19/2025,123,Grocery Store,East Meganfort,Vegetarian,Lunch
503,Rice,40,3/29/2025,861,Grocery Store,Lake Kendramouth,Vegetarian,Snacks
504,Rice,28,3/30/2025,227,Grocery Store,Derekport,Vegetarian,Lunch
505,Pasta,12,3/22/2025,494,Supermarket,New Denise,Vegetarian,Snacks
506,Fruits,37,3/29/2025,793,Grocery Store,West Brandon,Vegan,Snacks
507,Chicken,43,3/26/2025,968,Restaurant,Christopherton,Non-Vegetarian,Lunch
508,Dairy,42,3/18/2025,176,Restaurant,East John,Vegetarian,Lunch
509,Dairy,18,3/17/2025,980,Restaurant,Port Melissa,Vegetarian,Snacks
510,Salad,33,3/28/2025,697,Restaurant,Padillatown,Vegetarian,Dinner
511,Salad,25,3/27/2025,879,Supermarket,Lake Michael,Vegetarian,Snacks
512,Chicken,20,3/27/2025,911,Restaurant,Garciatown,Non-Vegetarian,Lunch
513,Fruits,49,3/18/2025,255,Supermarket,Crystalborough,Vegan,Snacks
514,Salad,20,3/24/2025,880,Catering Service,Sheenashire,Vegetarian,Snacks
515,Dairy,10,3/27/2025,725,Grocery Store,New Evanport,Vegetarian,Lunch
516,Fish,24,3/23/2025,846,Supermarket,South Thomasville,Non-Vegetarian,Breakfast
517,Dairy,4,3/26/2025,45,Catering Service,East Deniseborough,Vegetarian,Dinner
518,Fruits,46,3/22/2025,210,Grocery Store,Paulmouth,Vegan,Lunch
519,Pasta,43,3/26/2025,7,Restaurant,Lake Christopherburgh,Vegetarian,Lunch
520,Fish,23,3/25/2025,559,Catering Service,New Baileyfort,Non-Vegetarian,Breakfast
521,Vegetables,23,3/17/2025,792,Catering Service,Mortonfort,Vegetarian,Snacks
522,Rice,7,3/22/2025,783,Restaurant,Port Melanie,Vegetarian,Lunch
523,Salad,29,3/22/2025,351,Grocery Store,South Stefanietown,Vegetarian,Lunch
524,Soup,25,3/18/2025,387,Grocery Store,West Juliabury,Non-Vegetarian,Snacks
525,Soup,30,3/16/2025,717,Catering Service,Pamelaberg,Non-Vegetarian,Lunch
526,Rice,11,3/30/2025,883,Supermarket,New Jacob,Vegetarian,Lunch
527,Dairy,3,3/23/2025,674,Restaurant,Anthonyhaven,Vegetarian,Snacks
528,Chicken,6,3/27/2025,677,Grocery Store,Williamsmouth,Non-Vegetarian,Snacks
529,Dairy,48,3/17/2025,901,Supermarket,West Melissastad,Vegetarian,Dinner
530,Soup,32,3/27/2025,583,Catering Service,Marcstad,Non-Vegetarian,Breakfast
531,Salad,42,3/17/2025,57,Grocery Store,Port Robin,Vegetarian,Lunch
532,Bread,50,3/20/2025,550,Catering Service,Timothychester,Vegetarian,Breakfast
533,Fruits,25,3/17/2025,273,Supermarket,New Carol,Vegan,Breakfast
534,Vegetables,34,3/30/2025,223,Restaurant,Longland,Vegetarian,Dinner
535,Fish,24,3/29/2025,668,Grocery Store,Salinasville,Non-Vegetarian,Snacks
536,Rice,13,3/19/2025,683,Grocery Store,Christinetown,Vegetarian,Dinner
537,Salad,9,3/17/2025,949,Supermarket,Lake Deborah,Vegetarian,Breakfast
538,Dairy,18,3/29/2025,840,Restaurant,Cisnerostown,Vegetarian,Lunch
539,Vegetables,14,3/22/2025,161,Supermarket,Perezport,Vegetarian,Breakfast
540,Soup,33,3/22/2025,31,Grocery Store,South Kellyberg,Non-Vegetarian,Snacks
541,Vegetables,12,3/29/2025,549,Catering Service,East Deborah,Vegetarian,Dinner
542,Bread,7,3/26/2025,926,Grocery Store,North Chase,Vegetarian,Lunch
543,Fruits,9,3/26/2025,526,Supermarket,South Tylerstad,Vegan,Dinner
544,Soup,36,3/30/2025,551,Restaurant,East Sandratown,Non-Vegetarian,Dinner
545,Pasta,23,3/29/2025,984,Catering Service,South Edwardtown,Vegetarian,Snacks
546,Pasta,33,3/24/2025,116,Grocery Store,Moseshaven,Vegetarian,Snacks
547,Chicken,26,3/23/2025,825,Supermarket,South Bryan,Non-Vegetarian,Snacks
548,Fish,26,3/19/2025,714,Catering Service,North William,Non-Vegetarian,Snacks
549,Rice,34,3/23/2025,631,Supermarket,North Kevinhaven,Vegetarian,Breakfast
550,Rice,16,3/29/2025,836,Catering Service,New Ninashire,Vegetarian,Dinner
551,Chicken,4,3/26/2025,245,Restaurant,Lake Heather,Non-Vegetarian,Lunch
552,Dairy,44,3/21/2025,98,Supermarket,Gardnerfort,Vegetarian,Dinner
553,Salad,36,3/24/2025,93,Supermarket,New Daniel,Vegetarian,Breakfast
554,Soup,31,3/20/2025,754,Restaurant,North Sharonburgh,Non-Vegetarian,Breakfast
555,Dairy,47,3/20/2025,371,Grocery Store,Solisburgh,Vegetarian,Breakfast
556,Fish,48,3/21/2025,938,Restaurant,Hollyhaven,Non-Vegetarian,Lunch
557,Vegetables,20,3/30/2025,169,Grocery Store,Lindseyland,Vegetarian,Dinner
558,Chicken,32,3/20/2025,267,Catering Service,Port Kevinburgh,Non-Vegetarian,Snacks
559,Salad,18,3/22/2025,814,Grocery Store,Allenborough,Vegetarian,Dinner
560,Fruits,41,3/18/2025,850,Grocery Store,North Stevenbury,Vegan,Snacks
561,Pasta,47,3/20/2025,861,Grocery Store,Lake Kendramouth,Vegetarian,Lunch
562,Dairy,3,3/30/2025,906,Supermarket,West Kevin,Vegetarian,Dinner
563,Pasta,37,3/19/2025,554,Restaurant,Brandyberg,Vegetarian,Lunch
564,Fish,29,3/28/2025,518,Grocery Store,Anneville,Non-Vegetarian,Lunch
565,Pasta,36,3/24/2025,41,Catering Service,Bentleyburgh,Vegetarian,Lunch
566,Fish,8,3/17/2025,328,Grocery Store,Port Rubenville,Non-Vegetarian,Lunch
567,Bread,3,3/28/2025,234,Catering Service,New Joel,Vegetarian,Breakfast
568,Fruits,11,3/29/2025,709,Restaurant,South Kathryn,Vegan,Breakfast
569,Fish,20,3/25/2025,68,Supermarket,North Elizabeth,Non-Vegetarian,Lunch
570,Vegetables,8,3/16/2025,659,Restaurant,East Lori,Vegetarian,Breakfast
571,Salad,39,3/18/2025,49,Supermarket,Lake Traceyburgh,Vegetarian,Breakfast
572,Bread,46,3/22/2025,212,Supermarket,Port Markview,Vegetarian,Dinner
573,Fish,40,3/30/2025,111,Supermarket,South Davidside,Non-Vegetarian,Snacks
574,Vegetables,17,3/29/2025,239,Grocery Store,South Bradleyburgh,Vegetarian,Breakfast
575,Pasta,15,3/18/2025,88,Restaurant,Salastown,Vegetarian,Breakfast
576,Salad,35,3/24/2025,786,Restaurant,Basstown,Vegetarian,Lunch
577,Bread,30,3/29/2025,161,Supermarket,Perezport,Vegetarian,Dinner
578,Salad,27,3/29/2025,285,Restaurant,West Corey,Vegetarian,Snacks
579,Dairy,44,3/24/2025,885,Restaurant,Lake Stephen,Vegetarian,Breakfast
580,Rice,21,3/24/2025,497,Catering Service,Chelseyfort,Vegetarian,Snacks
581,Salad,8,3/20/2025,656,Restaurant,South Tiffanyfort,Vegetarian,Breakfast
582,Soup,44,3/20/2025,501,Grocery Store,Jordanhaven,Non-Vegetarian,Snacks
583,Vegetables,44,3/23/2025,938,Restaurant,Hollyhaven,Vegetarian,Dinner
584,Salad,16,3/30/2025,590,Grocery Store,Richchester,Vegetarian,Snacks
585,Rice,3,3/26/2025,514,Supermarket,Maxwellburgh,Vegetarian,Breakfast
586,Vegetables,37,3/18/2025,54,Supermarket,Lake Rachael,Vegetarian,Breakfast
587,Fruits,22,3/21/2025,192,Catering Service,Leslieville,Vegan,Dinner
588,Dairy,31,3/27/2025,709,Restaurant,South Kathryn,Vegetarian,Breakfast
589,Rice,49,3/20/2025,20,Catering Service,East Samantha,Vegetarian,Dinner
590,Fruits,11,3/28/2025,56,Catering Service,Michaelview,Vegan,Snacks
591,Fruits,19,3/28/2025,154,Supermarket,New John,Vegan,Breakfast
592,Rice,13,3/23/2025,341,Grocery Store,Lake Ryanbury,Vegetarian,Lunch
593,Soup,2,3/23/2025,515,Restaurant,Snyderton,Non-Vegetarian,Lunch
594,Chicken,35,3/28/2025,140,Restaurant,Watsonstad,Non-Vegetarian,Breakfast
595,Salad,42,3/19/2025,358,Restaurant,South Crystalberg,Vegetarian,Lunch
596,Fish,44,3/29/2025,158,Catering Service,North Crystal,Non-Vegetarian,Lunch
597,Dairy,12,3/20/2025,563,Grocery Store,East Angela,Vegetarian,Lunch
598,Rice,19,3/27/2025,981,Restaurant,West Stevenport,Vegetarian,Lunch
599,Fruits,19,3/30/2025,232,Supermarket,Muellermouth,Vegan,Lunch
600,Rice,39,3/24/2025,505,Restaurant,Chelseaside,Vegetarian,Snacks
601,Vegetables,9,3/27/2025,140,Restaurant,Watsonstad,Vegetarian,Snacks
602,Chicken,15,3/25/2025,913,Grocery Store,Erikatown,Non-Vegetarian,Breakfast
603,Rice,37,3/28/2025,858,Restaurant,Johnsonborough,Vegetarian,Lunch
604,Pasta,47,3/27/2025,578,Catering Service,Port Carrie,Vegetarian,Breakfast
605,Vegetables,20,3/23/2025,429,Grocery Store,Lake Benjamin,Vegetarian,Dinner
606,Pasta,36,3/22/2025,932,Supermarket,New Ginaborough,Vegetarian,Dinner
607,Vegetables,23,3/20/2025,556,Catering Service,Brittanyland,Vegetarian,Dinner
608,Vegetables,27,3/28/2025,17,Catering Service,West Dawn,Vegetarian,Dinner
609,Bread,38,3/23/2025,541,Catering Service,West Karen,Vegetarian,Breakfast
610,Pasta,13,3/30/2025,477,Supermarket,East Jacobchester,Vegetarian,Breakfast
611,Vegetables,40,3/30/2025,993,Restaurant,East Stephanie,Vegetarian,Snacks
612,Vegetables,45,3/17/2025,874,Catering Service,Priceland,Vegetarian,Lunch
613,Bread,42,3/20/2025,592,Restaurant,North Brendaborough,Vegetarian,Dinner
614,Salad,43,3/16/2025,146,Supermarket,Jonathanhaven,Vegetarian,Lunch
615,Salad,11,3/23/2025,104,Catering Service,Lake Theresa,Vegetarian,Breakfast
616,Fish,35,3/20/2025,735,Restaurant,Westmouth,Non-Vegetarian,Dinner
617,Soup,27,3/18/2025,507,Grocery Store,Lake Diane,Non-Vegetarian,Lunch
618,Soup,9,3/18/2025,929,Catering Service,Lake Richardhaven,Non-Vegetarian,Dinner
619,Pasta,46,3/29/2025,725,Grocery Store,New Evanport,Vegetarian,Snacks
620,Chicken,7,3/20/2025,497,Catering Service,Chelseyfort,Non-Vegetarian,Dinner
621,Soup,23,3/21/2025,979,Restaurant,West Hunter,Non-Vegetarian,Lunch
622,Fish,17,3/24/2025,857,Supermarket,Jordanborough,Non-Vegetarian,Snacks
623,Salad,38,3/29/2025,37,Catering Service,New Amanda,Vegetarian,Breakfast
624,Fish,10,3/16/2025,475,Catering Service,Bentonfurt,Non-Vegetarian,Breakfast
625,Rice,7,3/22/2025,632,Supermarket,Davidville,Vegetarian,Breakfast
626,Salad,37,3/29/2025,274,Supermarket,New Dawnborough,Vegetarian,Breakfast
627,Vegetables,26,3/17/2025,890,Restaurant,Pereztown,Vegetarian,Breakfast
628,Fish,5,3/16/2025,758,Catering Service,Port Patrick,Non-Vegetarian,Snacks
629,Bread,33,3/20/2025,694,Supermarket,Amandashire,Vegetarian,Breakfast
630,Bread,39,3/25/2025,478,Catering Service,Lake Regina,Vegetarian,Snacks
631,Pasta,49,3/30/2025,232,Supermarket,Muellermouth,Vegetarian,Dinner
632,Fruits,45,3/25/2025,850,Grocery Store,North Stevenbury,Vegan,Breakfast
633,Salad,19,3/28/2025,922,Restaurant,Lake Michael,Vegetarian,Snacks
634,Bread,40,3/16/2025,205,Grocery Store,Carlbury,Vegetarian,Breakfast
635,Pasta,18,3/26/2025,251,Restaurant,East Terrancemouth,Vegetarian,Dinner
